maximum.number.of.nodes,number.of.variables,number.of.independent.pairs,domain.size,number.of.facts,universe.size,Propagating evidence,Grounding,DSharp compilation,proportion.probabilistic,instance,Cycle breaking,Clark's completion,answer,number.of.predicates,maximum.arity,Total time
8,4,9,200,100000,280200,0.0000,0.0014,0.0005,0.75,4,0.0001,0.0000,0.7,8,2,23.9446
8,2,6,400,2400.0,3200,0.0000,0.0024,0.0005,0.5,3,0.0002,0.0000,1,8,1,0.3678
2,2,28,400,1000,192321200,0.0000,0.0013,0.0005,0.25,1,0.0001,0.0000,0.7,8,3,0.1826
4,2,1,200,10000,8000200,0.0000,0.0016,0.0006,0.75,7,0.0001,0.0000,0.7,2,3,3.0166
4,8,11,200,1200.0,1600,0.0000,0.0025,0.0005,0.75,9,0.0000,0.0000,1,8,1,0.2273
8,8,22,400,1000,3200,0.0000,0.0044,,0.75,9,,,,8,1,0.2002
4,2,8,400,100000,128481200,0.0000,0.0016,0.0006,0.25,0,0.0000,0.0000,1,8,3,14.5342
8,8,15,100,600.0,800,0.0000,0.0017,,0.75,6,,,,8,1,0.0665
4,2,17,200,10000,160800,0.0000,0.0025,,0.5,9,,,,8,2,1.3211
8,4,6,400,1000,128320000,0.0000,0.0031,,0.25,1,,,,4,3,0.1436
8,8,1,400,600.0,800,0.0000,0.0023,0.0004,0.75,5,0.0001,0.0000,0.6,2,1,0.0854
4,8,15,200,10000,40040400,0.0000,0.0010,0.0004,0.75,4,0.0001,0.0000,0.8,8,3,1.7476
4,2,8,200,100000,16120600,0.0000,0.0012,0.0004,0.5,4,0.0001,0.0000,0.1,8,3,22.2864
8,8,15,100,600.0,800,0.0000,0.0036,0.0005,0.75,0,0.0000,0.0000,1,8,1,0.1174
4,4,1,200,1000,24000200,0.0000,0.0013,0.0005,0.25,3,0.0000,0.0000,1,4,3,0.2270
2,2,28,400,100000,256161200,0.0000,0.0012,0.0004,0.75,5,0.0001,0.0000,0.6,8,3,23.8626
2,4,3,400,1000,128800400,0.0000,0.0030,0.0003,0.25,7,0.0000,0.0000,1,8,3,0.1266
4,2,1,200,10000,8040000,0.0000,0.0024,0.0005,0.5,1,0.0002,0.0001,1,2,3,1.5606
2,2,28,400,10000,192480800,0.0000,0.0015,0.0004,0.5,2,0.0000,0.0000,1,8,3,1.4993
4,2,23,200,1000,24040800,0.0000,0.0024,0.0005,0.75,9,0.0002,0.0000,0.3,8,3,0.2485
8,8,22,200,1000,1600,0.0000,0.0075,0.0005,0.5,2,0.0000,0.0000,1,8,1,0.1891
8,8,1,200,300.0,400,0.0000,0.0023,,0.75,3,,,,2,1,0.0361
8,4,4,200,10000,80400,0.0000,0.0020,0.0004,0.25,7,0.0000,0.0000,1,4,2,1.4461
2,4,0,100,15000.0,20000,0.0000,0.0264,,0.5,3,,,,2,2,2.0891
4,4,1,100,10000,1010200,0.0000,0.0020,0.0005,0.75,0,0.0001,0.0000,0.5,4,3,1.8532
8,2,26,100,45150.0,60200,0.0000,0.0010,0.0004,0.75,8,0.0000,0.0000,1,8,2,6.9302
8,4,8,200,10000,200600,0.0000,0.0020,0.0004,0.5,0,0.0001,0.0000,0.4,8,2,1.3334
8,4,3,100,600.0,800,0.0000,0.0072,,0.5,3,,,218.,8,1,0.1117
4,2,17,200,100000,160800,0.0000,0.0018,0.0004,0.5,9,0.0000,0.0000,1,8,2,21.7310
2,4,16,400,10000,801200,0.0000,0.0029,0.0004,0.5,9,0.0000,0.0000,1,8,2,2.0444
4,2,8,200,10000,24120400,0.0000,0.0016,0.0057,0.75,7,0.0001,0.0001,0.7,8,3,2.5553
4,4,6,100,15150.0,20200,0.0000,0.1003,,0.5,6,,,,4,2,3.2456
8,8,4,100,10000,60200,0.0000,0.0013,0.0005,0.75,7,0.0001,0.0000,0.1,8,2,2.2296
2,8,12,400,100000,960800,0.0000,0.0465,,0.25,7,,,,8,2,14.6881
8,4,6,400,10000,64320400,0.0000,58.6594,,0.25,8,,,,4,3,60.0001
8,4,6,100,1000,3000100,0.0000,0.0020,0.0004,0.25,5,0.0000,0.0000,1,4,3,0.1471
8,4,10,100,600.0,800,0.0000,0.0021,,0.5,3,,,,8,1,0.0661
2,2,28,100,1000,4010300,0.0000,0.0008,0.0003,0.75,5,0.0000,0.0000,1,8,3,0.1641
8,8,20,200,10000,160800,0.0000,0.0153,,0.75,0,,,422.,8,2,1.7514
4,8,15,200,10000,32000800,0.0000,0.0026,0.0004,0.25,5,0.0000,0.0000,1,8,3,2.4166
2,4,0,100,1000,20200,0.0000,0.0032,,0.5,9,,,,4,2,0.2690
4,4,9,400,2400.0,3200,0.0000,0.0014,0.0003,0.25,1,0.0000,0.0000,1,8,1,0.2155
4,4,1,400,1000,64320400,0.0000,0.0009,0.0003,0.25,8,0.0000,0.0000,1,4,3,0.1503
2,4,3,200,10000,32120200,0.0000,0.0009,0.0003,0.25,9,0.0000,0.0000,1,8,3,2.0959
8,4,12,200,1000,32160000,0.0000,0.0015,0.0004,0.5,4,0.0001,0.0000,0.5,8,3,0.1642
8,4,12,400,1000,256320800,0.0000,0.0071,,0.25,8,,,,8,3,0.2588
8,8,22,200,1200.0,1600,0.0000,0.0017,0.0003,0.5,9,0.0001,0.0000,0.6,8,1,0.1031
8,4,3,400,2400.0,3200,0.0000,0.0016,0.0003,0.25,4,0.0000,0.0000,1,8,1,0.1898
8,4,6,100,10000,1010200,0.0000,0.0017,0.0004,0.25,9,0.0000,0.0000,1,4,3,2.3346
2,2,19,200,1000,160800,0.0000,0.0045,,0.75,8,,,,8,2,0.2453
2,4,5,400,1200.0,1600,0.0000,0.0023,0.0005,0.75,5,0.0002,0.0000,0.9,4,1,0.2302
4,2,23,200,10000,16200200,0.0000,0.0014,0.0004,0.5,5,0.0000,0.0000,1,8,3,2.5651
4,2,9,400,2400.0,3200,0.0000,0.0042,,0.25,3,,,,8,1,0.3371
8,2,6,100,600.0,800,0.0000,0.0085,,0.25,9,,,,8,1,0.0955
8,2,26,100,10000,70100,0.0001,0.0037,0.0005,0.75,5,0.0001,0.0001,0.5,8,2,2.5763
2,8,23,200,10000,48040200,0.0000,0.0008,0.0003,0.75,6,0.0000,0.0000,1,8,3,2.8349
2,8,1,100,60000.0,80000,0.0000,0.0530,,0.25,6,,,,8,2,12.5597
2,2,28,100,1000,4030100,0.0000,0.0011,0.0004,0.25,9,0.0001,0.0000,0.9,8,3,0.1376
2,8,12,200,100000,240400,0.0000,0.0014,0.0005,0.5,1,0.0001,0.0000,0.4,8,2,20.5662
4,8,17,400,1000,192321200,0.0000,0.0039,0.0006,0.5,7,0.0003,0.0001,0.4,8,3,0.2025
8,8,20,200,1200.0,1600,0.0000,59.8253,,0.25,6,,,,8,1,60.0003
4,8,11,200,1000,1600,0.0000,0.0044,,0.25,5,,,,8,1,0.0870
8,4,12,200,10000,8200400,0.0000,0.0015,0.0005,0.5,3,0.0001,0.0000,0.1,8,3,2.1389
8,2,6,100,600.0,800,0.0000,0.0024,0.0004,0.25,6,0.0000,0.0000,1,8,1,0.0985
4,2,15,400,1000,128481200,0.0000,0.0030,0.0007,0.25,2,0.0001,0.0001,1,8,3,0.2011
4,2,15,100,100000,6000200,0.0000,0.0013,0.0004,0.75,5,0.0001,0.0000,0.2,8,3,25.9036
8,8,22,400,2400.0,3200,0.0000,0.0055,,0.5,1,,,,8,1,0.2255
4,8,11,200,1200.0,1600,0.0001,0.0046,,0.5,5,,,,8,1,0.1207
8,8,8,200,1000,1600,0.0000,0.0026,,0.5,7,,,,8,1,0.1023
2,2,27,400,10000,801200,0.0000,0.0014,0.0005,0.25,4,0.0001,0.0000,1,8,2,1.3049
8,4,4,400,1000,640000,0.0000,0.0011,0.0012,0.75,3,0.0000,0.0000,1,4,2,0.1860
4,2,17,200,100000,160800,0.0000,0.0041,0.0243,0.25,8,0.0002,0.0000,0.92,8,2,16.5814
4,4,6,200,1000,80400,0.0000,0.0022,,0.75,1,,,,4,2,0.1199
2,4,27,400,1000,256161200,0.0000,0.0010,0.0003,0.5,1,0.0000,0.0000,1,8,3,0.1265
4,8,17,200,1000,24120400,0.0000,0.0010,0.0004,0.75,5,0.0001,0.0000,0.3,8,3,0.1424
8,8,4,200,100000,240400,0.0000,0.0014,0.0004,0.5,7,0.0000,0.0000,1,8,2,20.7554
8,4,3,400,2400.0,3200,0.0000,0.0040,0.0004,0.5,5,0.0000,0.0000,1,8,1,0.3551
4,4,6,400,1000,480400,0.0000,0.0010,0.0004,0.75,7,0.0001,0.0000,0.6,4,2,0.1938
4,2,15,100,1000,3050000,0.0000,0.0014,0.0005,0.75,9,0.0000,0.0000,1,8,3,0.2899
8,4,4,100,1000,30100,0.0000,0.0025,,0.25,8,,,,4,2,0.1166
2,8,23,400,100000,384320000,0.0000,0.0015,0.0005,0.5,3,0.0000,0.0000,1,8,3,23.1995
2,8,1,400,10000,960800,0.0000,0.0015,0.0005,0.5,8,0.0001,0.0000,0.3,8,2,2.2097
8,8,20,200,1000,81200,0.0000,0.0045,,0.5,9,,,,8,2,0.1779
4,2,15,100,10000,2010500,0.0000,0.0014,0.0005,0.25,0,0.0001,0.0000,1,8,3,2.3379
4,8,1,100,10000,1000300,0.0000,0.0016,0.0005,0.5,9,0.0001,0.0000,0.1,4,3,2.6840
4,8,15,100,100000,4000400,0.0000,0.0014,0.0004,0.75,5,0.0001,0.0000,0.6,8,3,24.9314
4,2,23,200,100000,16120600,0.0000,0.0015,0.0005,0.5,3,0.0001,0.0000,0.9,8,3,18.2348
2,8,23,200,1000,24001000,0.0000,0.0015,0.0005,0.5,0,0.0000,0.0000,1,8,3,0.2187
8,2,26,400,10000,1120400,0.0000,0.0033,0.0005,0.25,3,0.0000,0.0000,1,8,2,1.9313
2,4,5,200,1000,1600,0.0000,0.0033,0.0004,0.25,8,0.0001,0.0000,1,8,1,0.1357
8,4,8,100,37725.0,50300,0.0000,0.0198,,0.5,5,,,,8,2,7.8401
8,4,6,400,10000,192000400,0.0000,0.0019,0.0005,0.5,4,0.0000,0.0000,1,4,3,2.5932
2,8,1,400,1000,1280000,0.0000,0.0014,0.0006,0.5,6,0.0001,0.0000,0.5,8,2,0.2159
8,8,8,200,1200.0,1600,0.0000,0.0069,,0.25,9,,,,8,1,0.1915
8,8,4,100,1000,40400,0.0000,0.0056,,0.75,0,,,,8,2,0.2233
2,4,21,100,10000,4010300,0.0000,0.0019,0.0005,0.5,2,0.0000,0.0000,1,8,3,2.5559
2,8,12,100,37725.0,50300,0.0000,0.0217,,0.75,2,,,,8,2,6.6327
8,8,20,400,1000,641600,0.0000,0.0059,,0.25,2,,,,8,2,0.1736
2,4,16,400,1000,641600,0.0000,0.0098,,0.5,3,,,,8,2,0.2194
2,4,16,100,37725.0,50300,0.0000,0.0049,,0.75,6,,,,8,2,6.1020
2,4,0,200,30150.0,40200,0.0000,0.2986,,0.75,7,,,,2,2,5.5762
4,8,11,400,1000,3200,0.0000,0.0029,,0.25,6,,,,8,1,0.0788
4,2,8,400,1000,192480800,0.0001,0.0020,0.0007,0.75,1,0.0001,0.0000,1,8,3,0.3056
8,4,4,200,90150.0,120200,0.0000,0.0214,,0.5,8,,,,4,2,13.7383
2,2,27,200,10000,200600,0.0000,0.0023,0.0004,0.5,0,0.0002,0.0000,0.3,8,2,1.3574
4,4,6,200,100000,160000,0.0000,0.0012,0.0005,0.25,3,0.0000,0.0000,1,4,2,13.8699
4,2,9,400,1000,3200,0.0000,0.0024,0.0004,0.5,0,0.0002,0.0000,0.5,8,1,0.0977
4,8,17,400,100000,192480800,0.0000,0.0011,0.0004,0.75,4,0.0001,0.0000,0.9,8,3,17.5375
8,4,1,400,100000,192800000,0.0000,0.0010,0.0004,0.75,5,0.0001,0.0000,0.3,8,3,20.9482
4,2,9,100,600.0,800,0.0000,59.9546,,0.25,7,,,,8,1,60.0002
8,8,20,200,1000,1600,0.0000,0.0021,0.0009,0.25,5,0.0002,0.0001,0.1,8,1,0.0868
2,4,0,200,10000,80000,0.0000,0.0243,,0.5,3,,,,2,2,1.5015
8,8,4,100,10000,40400,0.0000,0.0014,0.0005,0.25,4,0.0000,0.0000,1,8,2,1.9256
4,4,9,400,2400.0,3200,0.0001,0.0161,,0.5,7,,,,8,1,0.3914
2,2,28,100,10000,4030100,0.0000,0.0014,0.0006,0.75,9,0.0001,0.0000,0.6,8,3,2.2849
8,4,9,200,1000,160800,0.0000,0.0035,,0.75,7,,,,8,2,0.2358
4,2,23,100,10000,3020300,0.0000,0.0016,0.0006,0.75,1,0.0001,0.0000,0.7,8,3,2.8363
2,8,1,200,1000,1600,0.0000,0.0071,,0.75,5,,,,8,1,0.1929
2,8,1,100,1000,10700,0.0000,0.2323,0.0005,0.5,5,0.0002,0.0000,1,8,2,0.4681
4,4,15,200,10000,24040800,0.0000,0.0075,0.0005,0.25,3,0.0000,0.0000,1,8,3,2.6723
2,8,1,400,2400.0,3200,0.0000,0.0069,,0.25,7,,,,8,1,0.4053
4,8,17,200,1000,8240200,0.0000,0.0025,,0.5,2,,,,8,3,0.2045
4,2,5,400,1000,1600,0.0000,0.0081,,0.75,4,,,,4,1,0.1995
2,4,16,400,100000,801200,0.0000,0.0613,,0.25,4,,,,8,2,17.1982
2,2,27,200,1000,240400,0.0000,0.0009,0.0004,0.5,6,0.0000,0.0000,1,8,2,0.1232
4,2,15,400,10000,192321200,0.0000,0.0017,0.0004,0.25,3,0.0000,0.0000,1,8,3,1.4635
8,4,10,200,1200.0,1600,0.0000,0.0046,,0.75,5,,,,8,1,0.2270
4,2,8,200,1000,24120400,0.0000,0.0032,,0.5,7,,,,8,3,0.2322
8,8,15,400,1000,3200,0.0000,0.0027,0.0011,0.25,7,0.0000,0.0000,1,8,1,0.1400
2,4,16,100,1000,50300,0.0000,0.0114,,0.25,4,,,,8,2,0.1831
2,8,23,100,100000,3000500,0.0000,0.0027,0.0010,0.5,0,0.0002,0.0001,0.4,8,3,28.7726
2,2,28,200,100000,24120400,0.0000,0.0019,0.0007,0.75,4,0.0001,0.0000,0.3,8,3,27.6542
8,4,8,100,37725.0,50300,0.0000,0.0025,0.0005,0.5,7,0.0001,0.0000,0.1,8,2,5.7830
4,8,17,100,10000,1060100,0.0000,0.0019,0.0009,0.75,2,0.0001,0.0001,0.4,8,3,2.3866
4,2,8,100,10000,2030300,0.0000,0.0013,0.0005,0.75,0,0.0001,0.0000,0.8,8,3,2.6721
4,2,12,200,1000,1600,0.0000,0.0029,0.0005,0.25,6,0.0000,0.0000,1,8,1,0.1465
4,4,1,400,100000,64160800,0.0000,0.0036,,0.5,0,,,,4,3,22.7103
8,8,15,400,1000,3200,0.0000,0.0040,0.0110,0.75,6,0.0002,0.0000,0.768,8,1,0.1337
2,4,21,400,100000,256640000,0.0000,0.0015,0.0006,0.25,0,0.0001,0.0000,0.8,8,3,19.1188
4,2,15,200,10000,48000400,0.0000,0.0015,0.0005,0.5,5,0.0000,0.0000,1,8,3,2.6626
2,2,22,400,100000,256320800,0.0000,0.0041,0.0006,0.75,7,0.0001,0.0000,0.2,8,3,26.9299
8,8,20,200,1200.0,1600,0.0001,0.0047,0.0111,0.75,8,0.0001,0.0000,0.82,8,1,0.1550
2,2,28,400,10000,192161600,0.0000,0.0015,0.0007,0.75,8,0.0003,0.0000,0.8,8,3,2.7261
8,4,6,400,100000,64160800,0.0000,0.1333,,0.75,9,,,,4,3,26.0515
2,4,27,100,100000,4010300,0.0000,0.0035,0.0005,0.5,1,0.0000,0.0000,1,8,3,26.3213
8,4,1,200,10000,16120600,0.0000,0.2404,,0.25,1,,,,8,3,1.5376
2,2,27,400,1000,960800,0.0000,0.0013,0.0004,0.5,6,0.0000,0.0000,1,8,2,0.1228
2,4,21,200,1000,24080600,0.0000,0.0041,,0.75,3,,,,8,3,0.2765
2,2,27,200,10000,200600,0.0000,0.0023,,0.75,2,,,,8,2,2.2338
8,8,22,400,2400.0,3200,0.0000,0.0018,0.0004,0.5,2,0.0002,0.0000,0.3,8,1,0.2395
4,2,17,100,37725.0,50300,0.0000,0.0031,0.0005,0.75,2,0.0001,0.0000,0.6,8,2,8.9035
4,4,1,200,100000,16040200,0.0000,0.0013,0.0004,0.75,5,0.0001,0.0000,0.3,4,3,22.6555
8,8,22,100,600.0,800,0.0000,0.0024,,0.5,4,,,,8,1,0.1338
4,8,17,100,10000,3020300,0.0000,0.0038,0.0007,0.5,1,0.0001,0.0000,0.6,8,3,1.7800
8,8,20,100,10000,40400,0.0000,0.0010,0.0009,0.25,2,0.0001,0.0000,0.2,8,2,1.4442
2,2,22,100,10000,4020200,0.0000,0.0028,0.0009,0.25,7,0.0002,0.0001,0.3,8,3,2.0962
4,4,6,200,10000,40600,0.0000,0.0488,,0.5,8,,,,4,2,2.1396
8,8,4,100,1000,60200,0.0000,0.0019,,0.5,9,,,,8,2,0.1815
8,4,6,400,100000,128160400,0.0001,0.0058,0.0005,0.25,6,0.0001,0.0000,1,4,3,24.0937
2,2,19,200,10000,240400,0.0000,0.0013,0.0005,0.75,1,0.0001,0.0000,0.3,8,2,2.4056
4,2,8,200,1000,16120600,0.0000,0.0017,0.0005,0.5,0,0.0001,0.0000,0.3,8,3,0.2653
8,4,4,400,10000,640000,0.0000,0.0026,0.0004,0.5,3,0.0000,0.0000,1,4,2,2.0757
8,8,8,400,2400.0,3200,0.0000,0.0050,,0.75,5,,,,8,1,0.4409
4,8,15,200,100000,32080400,0.0000,0.0015,0.0005,0.25,8,0.0001,0.0000,0.1,8,3,18.9250
4,2,23,200,1000,24120400,0.0000,0.0012,0.0004,0.25,7,0.0000,0.0000,1,8,3,0.1966
4,8,11,400,2400.0,3200,0.0000,0.0044,,0.75,8,,,,8,1,0.5092
8,4,12,400,1000,256320800,0.0001,0.0048,0.0004,0.25,6,0.0000,0.0000,1,8,3,0.1774
2,8,12,400,10000,641600,0.0000,0.0156,,0.5,3,,,,8,2,2.2139
4,2,1,100,10000,1010000,0.0000,0.0021,0.0005,0.25,6,0.0000,0.0000,1,2,3,2.2495
8,4,3,400,2400.0,3200,0.0000,1.3047,0.0004,0.25,9,0.0016,0.0000,1,8,1,1.6332
2,4,16,400,1000,801200,0.0000,0.0025,0.0005,0.75,2,0.0003,0.0000,0.7,8,2,0.2531
8,8,20,200,10000,121000,0.0000,0.0169,,0.5,8,,,,8,2,2.1598
2,4,27,400,1000,64481600,0.0000,0.0023,0.0005,0.25,4,0.0000,0.0000,1,8,3,0.1959
2,2,19,200,100000,200600,0.0000,0.0010,0.0004,0.25,7,0.0000,0.0000,1,8,2,18.4427
4,8,15,100,100000,6000200,0.0000,0.0020,0.0005,0.75,2,0.0001,0.0000,0.6,8,3,20.8743
8,4,6,400,100000,64320400,0.0000,0.0013,0.0004,0.25,3,0.0000,0.0000,1,4,3,21.6474
4,4,6,200,10000,160000,0.0000,0.0155,,0.75,3,,,,4,2,2.2241
2,8,23,100,100000,5010200,0.0000,0.0770,,0.25,4,,,,8,3,23.4825
8,4,3,200,1000,1600,0.0000,0.0052,0.0006,0.75,5,0.0003,0.0001,0.2,8,1,0.1749
8,8,20,200,100000,160800,0.0000,0.0015,0.0005,0.75,4,0.0001,0.0000,0.3,8,2,24.1792
2,4,0,200,1000,40200,0.0000,0.0065,0.0260,0.5,2,0.0005,0.0001,0.988,2,2,0.2402
4,8,17,200,100000,24080600,0.0000,0.0018,0.0006,0.75,1,0.0001,0.0000,0.9,8,3,23.8010
4,8,17,200,10000,32040600,0.0000,0.0011,0.0005,0.75,3,0.0001,0.0000,0.4,8,3,1.9133
2,4,27,400,100000,128481200,0.0000,0.0016,0.0005,0.25,9,0.0000,0.0000,1,8,3,19.2570
8,8,8,400,1000,3200,0.0000,0.0039,,0.25,3,,,,8,1,0.2024
2,4,5,100,600.0,800,0.0000,0.0031,,0.75,1,,,,8,1,0.1201
2,8,1,100,1000,40400,0.0000,0.0026,0.0004,0.5,3,0.0001,0.0000,1,8,2,0.1967
2,4,21,200,1000,16080800,0.0000,0.2414,0.0004,0.25,9,0.0002,0.0000,1,8,3,0.4430
2,2,27,100,37725.0,50300,0.0000,0.0010,0.0005,0.25,4,0.0000,0.0000,1,8,2,8.1764
4,2,9,100,600.0,800,0.0000,0.0048,,0.5,1,,,,8,1,0.1172
8,4,3,200,1200.0,1600,0.0000,0.0049,,0.5,0,,,,8,1,0.2032
8,2,26,400,10000,322400,0.0000,0.0013,0.0005,0.25,6,0.0000,0.0000,1,8,2,1.9035
4,8,11,100,600.0,800,0.0000,0.0056,,0.75,5,,,,8,1,0.1254
2,8,12,200,10000,121000,0.0000,0.0014,0.0007,0.5,9,0.0002,0.0000,0.8,8,2,2.2081
4,8,1,200,1000,16040200,0.0000,0.7142,1.6056,0.5,0,0.5084,0.4282,1,4,3,5.0843
2,2,27,400,1000,482000,0.0000,0.0023,0.0004,0.25,7,0.0000,0.0000,1,8,2,0.1251
4,8,15,200,1000,16080800,0.0001,0.0044,0.0004,0.5,6,0.0000,0.0001,1,8,3,0.2289
4,8,11,200,1200.0,1600,0.0000,0.0039,0.0192,0.75,4,0.0004,0.0001,0.763,8,1,0.2560
2,8,1,100,1000,10700,0.0000,0.0180,0.0006,0.25,5,0.0001,0.0000,0.5,8,2,0.2826
2,2,28,100,10000,5020100,0.0000,0.0013,0.0004,0.25,7,0.0001,0.0000,0.3,8,3,2.2694
8,2,26,400,1000,801200,0.0001,0.0046,0.0005,0.25,7,0.0000,0.0000,1,8,2,0.2109
2,4,21,100,1000,4040000,0.0000,0.0010,0.0006,0.5,0,0.0001,0.0001,0.6,8,3,0.3237
4,2,5,100,300.0,400,0.0000,0.0029,0.0004,0.75,1,0.0003,0.0000,0.3,4,1,0.0439
4,2,23,100,100000,5030000,0.0000,0.0019,0.0005,0.75,2,0.0001,0.0000,0.8,8,3,26.6036
8,2,26,100,10000,50300,0.0000,0.0036,0.0005,0.25,7,0.0000,0.0000,1,8,2,1.6845
8,8,4,200,1000,160800,0.0000,0.2458,0.0003,0.25,4,0.0003,0.0000,1,8,2,0.4212
8,4,3,400,1000,3200,0.0000,0.0063,0.0013,0.5,5,0.0015,0.0003,0.6,8,1,0.1126
4,2,17,200,1000,121000,0.0000,0.0035,,0.25,4,,,,8,2,0.1791
2,2,27,200,100000,200600,0.0000,0.0020,0.0005,0.25,0,0.0001,0.0000,1,8,2,18.7352
2,4,21,400,1000,128640800,0.0000,0.0029,0.0005,0.5,8,0.0000,0.0000,1,8,3,0.1918
4,2,17,100,10000,30500,0.0001,0.0030,0.0006,0.25,4,0.0001,0.0001,1,8,2,2.0456
4,8,11,100,600.0,800,0.0000,0.0034,,0.5,2,,,,8,1,0.1131
4,4,9,200,1200.0,1600,0.0000,0.0111,,0.25,7,,,,8,1,0.1867
8,8,22,200,1000,1600,0.0000,0.0034,,0.25,7,,,,8,1,0.1502
8,8,4,100,10000,60200,0.0000,0.0505,,0.25,9,,,,8,2,2.0108
4,2,12,400,2400.0,3200,0.0000,0.0030,0.0004,0.5,1,0.0000,0.0000,1,8,1,0.4069
4,2,9,200,1000,1600,0.0000,0.0089,,0.75,1,,,719.,8,1,0.2064
2,8,1,100,600.0,800,0.0000,0.0062,,0.25,3,,,,8,1,0.0972
8,8,8,400,2400.0,3200,0.0000,0.0043,,0.5,9,,,,8,1,0.3449
8,2,6,400,1000,3200,0.0000,0.0046,,0.25,4,,,,8,1,0.1508
8,4,8,100,37725.0,50300,0.0000,0.0014,0.0005,0.75,6,0.0001,0.0000,0.6,8,2,7.5700
4,4,15,200,1000,48040200,0.0000,0.0011,0.0004,0.5,1,0.0000,0.0000,1,8,3,0.1841
4,2,1,400,10000,64000400,0.0000,0.0013,0.0005,0.5,7,0.0000,0.0000,1,2,3,1.6893
8,8,8,400,2400.0,3200,0.0000,0.9757,1.5136,0.5,1,0.5580,0.4818,1,8,1,5.1504
4,2,5,400,1000,1600,0.0000,0.0066,0.0006,0.5,2,0.0004,0.0001,0.4,4,1,0.1893
8,8,8,400,2400.0,3200,0.0000,0.0114,,0.5,8,,,,8,1,0.3881
4,4,1,400,100000,128320000,0.0000,0.0029,0.0005,0.75,1,0.0001,0.0000,1,4,3,28.2747
8,8,20,400,2400.0,3200,0.0000,0.0038,,0.25,5,,,,8,1,0.3220
8,8,22,400,1000,3200,0.0000,0.0041,,0.75,6,,,,8,1,0.1080
4,4,6,100,30000.0,40000,0.0000,0.0012,0.0004,0.25,3,0.0000,0.0000,1,4,2,5.0844
8,4,12,100,100000,3030200,0.0000,0.0014,0.0005,0.75,0,0.0000,0.0000,1,8,3,23.9129
8,4,6,100,1000,1020100,0.0000,0.0026,,0.75,3,,,,4,3,0.1201
8,4,6,200,100000,8080200,0.0000,0.0011,0.0006,0.25,3,0.0001,0.0000,0.2,4,3,17.5064
8,4,9,100,10000,70100,0.0000,0.0037,0.0018,0.5,4,0.0002,0.0001,0.1,8,2,1.6206
2,4,16,400,10000,641600,0.0000,0.0154,,0.5,5,,,,8,2,2.1541
2,8,12,100,30300.0,40400,0.0000,0.0018,0.0008,0.5,4,0.0000,0.0000,1,8,2,5.2152
8,8,20,200,10000,121000,0.0000,0.0136,,0.75,8,,,,8,2,2.4578
4,2,15,400,100000,128481200,0.0000,0.0011,0.0004,0.5,1,0.0001,0.0000,0.8,8,3,19.3233
4,8,17,400,10000,64960400,0.0000,0.0101,,0.75,2,,,,8,3,2.4216
8,8,22,400,2400.0,3200,0.0000,59.5601,,0.75,2,,,,8,1,60.0003
4,2,5,100,300.0,400,0.0000,0.0026,,0.25,0,,,,4,1,0.0318
8,4,12,200,1000,32080400,0.0000,0.0018,0.0004,0.75,6,0.0001,0.0000,0.6,8,3,0.1499
2,2,27,100,1000,60200,0.0000,0.0019,0.0003,0.75,5,0.0000,0.0000,1,8,2,0.1392
4,8,15,200,100000,40040400,0.0000,0.0705,,0.75,4,,,,8,3,24.5357
4,2,15,200,1000,24200000,0.0000,0.0012,0.0004,0.5,9,0.0000,0.0000,1,8,3,0.1940
8,8,20,400,1000,3200,0.0001,0.0044,,0.25,5,,,,8,1,0.1590
4,4,6,100,15150.0,20200,0.0000,0.0973,,0.75,2,,,,4,2,2.1801
8,4,3,400,1000,3200,0.0000,0.1341,0.0091,0.5,9,0.0003,0.0000,0.915,8,1,0.2242
8,4,1,100,1000,4030100,0.0000,0.0012,0.0005,0.5,2,0.0000,0.0000,1,8,3,0.1303
8,4,1,100,1000,4030100,0.0000,0.0009,0.0003,0.75,2,0.0000,0.0000,1,8,3,0.1463
2,8,1,200,100000,240400,0.0000,0.4252,,0.5,9,,,,8,2,13.2584
8,4,4,400,100000,320800,0.0000,0.0267,,0.5,9,,,,4,2,15.5790
2,4,27,400,10000,256480400,0.0000,0.0029,,0.75,5,,,,8,3,2.2049
4,8,15,400,10000,192321200,0.0000,0.0011,0.0003,0.75,3,0.0000,0.0000,1,8,3,1.5117
2,2,27,200,1000,200600,0.0000,0.0035,0.0003,0.25,2,0.0000,0.0000,1,8,2,0.1553
8,2,26,100,10000,50300,0.0000,0.0029,0.0004,0.5,2,0.0001,0.0000,0.3,8,2,1.5681
2,4,5,100,600.0,800,0.0000,0.0017,0.0004,0.5,3,0.0001,0.0000,0.6,8,1,0.0589
8,2,26,200,1000,121000,0.0000,0.0014,0.0004,0.75,1,0.0001,0.0000,0.8,8,2,0.1097
8,4,8,400,100000,801200,0.0000,0.0709,,0.5,0,,,,8,2,13.5085
4,2,5,100,300.0,400,0.0000,0.0027,0.0005,0.75,2,0.0002,0.0000,0.9,4,1,0.0581
2,4,27,200,10000,32040600,0.0000,0.0009,0.0004,0.75,3,0.0001,0.0000,0.3,8,3,1.5760
8,8,1,400,600.0,800,0.0000,0.0024,,0.5,0,,,,2,1,0.0552
