maximum.number.of.nodes,Clark's completion,Transform output,Propagating evidence,number.of.predicates,instance,Total time,maximum.arity,number.of.independent.pairs,domain.size,proportion.probabilistic,Solver call,Grounding,Transform input,Cycle breaking,universe.size,number.of.facts,number.of.variables,answer
4,,,0.0000,4,8,0.5373,2,6,100,0.75,,0.0178,,,10300,1000,4,
8,0.0000,0.0000,0.0000,8,8,0.3162,2,8,400,0.75,0.0258,0.0085,0.0001,0.0001,322400,1000,4,0.4
4,0.0000,0.0000,0.0000,8,5,0.2229,3,15,400,0.5,0.0140,0.0014,0.0001,0.0001,256320800,1000,4,0.7
8,,,0.0000,8,2,0.1584,1,20,400,0.75,,0.0032,,,3200,1000,8,
4,0.0000,0.0000,0.0000,8,0,3.1329,2,17,400,0.75,0.0194,0.0018,0.0002,0.0001,801200,10000,2,0.9
8,0.0000,,0.0000,8,6,4.9373,3,1,400,0.5,,0.0011,,0.0000,64002800,10000,4,1
2,0.0001,0.0000,0.0000,8,8,0.2546,1,1,200,0.25,0.0322,0.0037,0.0009,0.0005,1600,1000,8,0.6
8,0.0000,,0.0001,8,4,2.5770,3,12,200,0.75,,0.0044,,0.0000,32160000,10000,4,1
4,0.6682,0.0005,0.0000,8,4,60.2847,2,17,400,0.5,52.7746,1.4962,0.0106,1.0724,482000,10000,2,0.41
4,0.0000,,0.0000,2,1,22.9188,3,1,100,0.5,,0.0027,,0.0000,1010000,100000,2,1
4,0.0000,,0.0000,8,3,20.8170,3,15,200,0.25,,0.0014,,0.0000,24080600,100000,2,1
2,0.0000,,0.0000,8,1,1.1893,3,23,400,0.25,,0.0014,,0.0000,256320800,10000,8,1
8,0.0000,0.0000,0.0000,8,6,1.4322,3,1,400,0.25,0.0121,0.0009,0.0001,0.0001,64002800,10000,4,0.9
8,0.0000,0.0000,0.0000,8,5,10.5503,2,4,100,0.5,0.0189,0.0012,0.0001,0.0001,60200,45150.0,8,0.1
2,,,0.0000,8,9,1.5417,2,1,400,0.5,,0.0408,,,960800,10000,8,
2,,,0.0000,4,3,16.9307,2,0,400,0.5,,0.1870,,,320800,100000,4,
2,,,0.0000,8,7,19.6342,3,27,200,0.25,,0.1234,,,16120600,100000,4,
2,0.0000,0.0000,0.0000,8,6,27.7701,3,22,400,0.5,0.0425,0.0021,0.0002,0.0001,128321600,100000,2,0.4
2,,,0.0000,8,7,6.7155,2,1,100,0.25,,0.0054,,,40400,30300.0,8,
4,0.0000,,0.0000,8,1,24.5584,3,23,100,0.25,,0.0028,,0.0000,3020300,100000,2,1
4,0.0000,0.0000,0.0000,8,6,0.2057,2,17,400,0.5,0.0257,0.0012,0.0003,0.0001,482000,1000,2,0.8
8,0.0000,,0.0000,2,0,0.0471,1,1,100,0.5,,0.0036,,0.0001,200,150.0,8,1
8,0.0000,0.0000,0.0000,8,3,0.6107,1,20,400,0.5,0.0166,0.0026,0.0002,0.0002,3200,2400.0,8,0.3
2,0.0000,,0.0000,8,8,0.1928,3,3,400,0.5,,0.0021,,0.0000,256320800,1000,4,1
8,,,0.0000,8,4,0.3160,1,15,400,0.5,,0.0035,,,3200,2400.0,8,
8,0.0000,0.0000,0.0000,8,9,0.2130,1,10,200,0.75,0.0170,0.0021,0.0002,0.0002,1600,1000,4,0.4
4,0.0000,,0.0000,8,3,30.6945,3,23,200,0.75,,0.0015,,0.0000,16120600,100000,2,1
8,0.0000,,0.0000,8,4,18.1464,2,4,400,0.5,,0.0023,,0.0001,641600,100000,8,1
4,0.0000,0.0000,0.0000,8,0,0.1897,3,15,100,0.75,0.0142,0.0009,0.0001,0.0001,4030100,1000,8,0.8
8,,,0.0000,8,7,0.1373,1,6,200,0.5,,0.0028,,,1600,1200.0,2,
4,0.0000,,0.0000,4,3,1.4442,2,6,100,0.5,,0.0011,,0.0000,40000,10000,4,1
8,0.0000,,0.0000,4,7,1.8226,2,4,100,0.5,,0.0009,,0.0000,20200,15150.0,4,1
4,0.0000,,0.0000,8,0,2.2430,3,15,400,0.75,,0.0014,,0.0000,256480400,10000,8,1
4,0.0000,,0.0000,8,2,20.7165,3,23,200,0.25,,0.0033,,0.0000,40120000,100000,2,1
2,0.0000,0.0000,0.0000,8,0,2.6922,3,27,200,0.75,0.0165,0.0013,0.0001,0.0001,40080200,10000,4,0.5
8,0.0000,,0.0000,8,7,2.1592,2,26,200,0.25,,0.0010,,0.0000,200600,10000,2,1
4,0.0000,,0.0000,4,2,0.1989,3,1,100,0.5,,0.0015,,0.0000,2020000,1000,4,1
4,,,0.0000,8,4,0.3711,1,9,400,0.75,,0.0032,,,3200,2400.0,2,
8,,,0.0000,8,6,0.2828,1,22,400,0.25,,0.0050,,,3200,2400.0,8,
8,,,0.0000,8,4,1.4589,2,20,100,0.5,,0.0078,,,40400,10000,8,
8,0.0000,,0.0000,8,5,0.0878,1,6,400,0.75,,0.0022,,0.0000,3200,1000,2,1
2,,,0.0000,8,0,0.0829,2,1,200,0.25,,0.0033,,,121000,1000,8,
8,,,0.0000,8,0,16.0800,2,20,400,0.25,,0.1298,,,641600,100000,8,422.
4,0.0000,,0.0000,4,1,1.8519,3,1,400,0.25,,0.0015,,0.0000,128320000,10000,4,1
4,0.0000,0.0000,0.0000,8,6,29.1270,3,17,100,0.75,0.0332,0.0017,0.0002,0.0001,2030300,100000,8,0.2
8,,,0.0000,8,0,0.2919,1,20,200,0.25,,0.0050,,,1600,1000,8,
8,0.0000,0.0000,0.0000,8,3,20.1921,3,12,200,0.25,0.0240,0.0009,0.0001,0.0001,8200400,100000,4,0.2
4,0.0000,0.0000,0.0000,2,8,24.8210,3,1,400,0.75,0.0365,0.0013,0.0002,0.0001,64160000,100000,2,0.5
2,,,0.0000,8,5,0.1747,3,27,100,0.25,,0.0028,,,4030100,1000,4,
2,0.0000,,0.0000,8,4,20.0690,3,3,200,0.5,,0.0008,,0.0000,16200200,100000,4,1
8,0.0000,,0.0000,8,9,24.2132,3,12,100,0.25,,0.0017,,0.0000,2040200,100000,4,1
2,0.0000,0.0000,0.0000,8,6,2.3870,3,27,400,0.5,0.0155,0.0012,0.0001,0.0001,256161200,10000,4,0.8
8,0.0000,0.0001,0.0000,4,0,0.6105,2,4,200,0.5,0.0231,0.2822,0.0002,0.0003,120200,1000,4,0.7
4,,,0.0000,8,4,0.2839,3,15,200,0.25,,0.0898,,,40040400,1000,8,
8,,,0.0000,8,4,0.1781,1,15,200,0.5,,0.0051,,,1600,1200.0,8,
4,0.0000,,0.0000,2,4,1.1092,3,1,200,0.25,,0.0009,,0.0000,8000200,10000,2,1
8,,,0.0000,8,5,0.1782,1,15,400,0.5,,0.0031,,,3200,2400.0,8,
4,0.0000,,0.0000,8,4,1.8427,3,15,400,0.25,,0.0007,,0.0000,256161200,10000,2,1
4,0.0000,,0.0000,4,8,1.0874,3,1,100,0.5,,0.0008,,0.0000,1020100,10000,4,1
8,0.0000,,0.0000,4,6,0.1754,2,4,400,0.25,,0.0019,,0.0001,480400,1000,4,1
2,0.0000,,0.0000,8,8,0.3146,2,19,100,0.75,,0.0019,,0.0000,40400,1000,2,1
4,,,0.0000,8,3,0.3395,3,15,400,0.75,,0.0037,,,192321200,1000,8,
8,,,0.0000,8,7,0.1465,1,15,400,0.5,,0.0029,,,3200,1000,8,
8,0.0000,0.0000,0.0000,8,7,2.3443,2,9,100,0.5,0.0268,0.0058,0.0002,0.0002,40400,10000,4,0.1
8,0.0000,0.0000,0.0000,8,0,1.9313,3,12,100,0.5,0.0155,0.0013,0.0001,0.0001,3030200,10000,4,0.2
2,0.0000,0.0000,0.0000,8,8,0.3923,1,5,200,0.75,0.0250,0.0071,0.0002,0.0001,1600,1200.0,4,0.7
4,,,0.0000,8,7,0.4421,3,17,100,0.75,,0.0945,,,3020300,1000,8,
4,0.0000,,0.0000,8,7,21.4717,2,17,400,0.25,,0.0012,,0.0000,641600,100000,2,1
2,0.0000,,0.0000,8,4,20.3468,2,19,400,0.5,,0.0030,,0.0001,801200,100000,2,1
4,,,0.0000,4,6,1.7126,2,6,200,0.25,,0.0685,,,80400,10000,4,
8,,,0.0000,8,7,0.1099,2,4,400,0.75,,0.0054,,,960800,1000,8,
2,,,0.0000,8,5,15.6258,3,27,100,0.25,,0.0418,,,4030100,100000,4,
8,,,0.0000,8,2,0.1081,1,3,200,0.75,,0.0025,,,1600,1200.0,4,
4,0.0000,,0.0000,2,0,0.1187,3,1,200,0.5,,0.0008,,0.0000,8040000,1000,2,1
8,,,0.0000,8,2,60.0003,2,4,200,0.25,,43.5946,,,200600,100000,8,
4,0.0000,0.0000,0.0000,8,8,0.2023,3,23,400,0.25,0.0148,0.0011,0.0001,0.0001,192640400,1000,2,0.6
8,,,0.0000,8,7,0.2914,1,20,400,0.25,,0.0059,,,3200,2400.0,8,
4,0.0000,,0.0000,8,6,25.5356,3,15,100,0.25,,0.0958,,0.0001,3020300,100000,4,1
2,0.0000,,0.0000,8,0,2.1244,2,19,400,0.25,,0.0013,,0.0000,482000,10000,2,1
8,,,0.0000,8,1,0.3161,1,22,400,0.25,,0.0073,,,3200,2400.0,8,
2,0.0000,0.0000,0.0000,8,3,21.4449,3,21,200,0.5,0.0259,0.0014,0.0001,0.0001,24080600,100000,4,0.2
8,0.0000,,0.0000,8,5,1.3077,2,26,200,0.75,,0.0010,,0.0000,280200,10000,2,1
8,,,0.0000,8,9,0.9633,2,9,200,0.25,,0.8615,,,200600,1000,4,
8,,,0.0000,8,7,0.2427,1,22,400,0.25,,0.0048,,,3200,1000,8,
2,,,0.0000,8,1,0.1108,1,5,200,0.25,,0.0044,,,1600,1000,4,
2,0.0000,0.0000,0.0000,8,7,28.6948,3,22,400,0.5,0.0278,0.0012,0.0001,0.0001,256320800,100000,2,0.2
8,0.0000,,0.0000,4,5,0.6126,2,4,400,0.25,,0.3949,,0.0002,320800,1000,4,1
4,0.0001,0.0001,0.0000,2,7,0.5061,3,1,100,0.5,0.0274,0.0017,0.0002,0.0002,1000100,1000,2,0.2
8,0.0000,0.0000,0.0000,8,4,1.7921,2,20,200,0.75,0.0163,0.0013,0.0001,0.0001,160800,10000,8,0.1
2,0.0000,,0.0000,8,4,1.6889,3,27,200,0.5,,0.0013,,0.0000,8120800,10000,4,1
4,0.0000,,0.0000,8,8,23.4703,3,8,200,0.5,,0.0024,,0.0001,24080600,100000,2,1
8,,,0.0000,8,1,0.3998,2,9,200,0.25,,0.1271,,,240400,1000,4,
4,0.0000,0.0000,0.0000,4,1,0.2492,3,1,400,0.75,0.0147,0.0021,0.0001,0.0001,128320000,1000,4,0.3
2,0.0001,,0.0000,8,2,2.4664,2,16,400,0.25,,0.0019,,0.0000,801200,10000,4,1
8,0.0001,0.0001,0.0000,4,9,2.4041,3,6,400,0.75,0.0276,0.0024,0.0002,0.0002,64160800,10000,4,0.8
4,0.0000,,0.0000,2,4,0.3888,3,1,400,0.75,,0.0022,,0.0001,64000400,1000,2,1
2,0.0000,,0.0000,8,6,0.1973,3,23,100,0.25,,0.0012,,0.0000,6010100,1000,8,1
4,,,0.0000,8,0,0.0744,1,11,400,0.25,,0.0019,,,3200,1000,8,
4,0.0000,0.0000,0.0000,8,9,0.1245,3,8,400,0.25,0.0111,0.0009,0.0001,0.0001,192480800,1000,2,0.4
2,0.0000,,0.0000,8,1,16.8432,2,19,200,0.5,,0.0013,,0.0000,240400,100000,2,1
4,0.0000,,0.0000,8,0,2.6575,3,23,100,0.5,,0.0012,,0.0000,4020200,10000,2,1
2,,,0.0000,8,9,0.0997,1,5,100,0.75,,0.0034,,,800,600.0,4,
2,0.0000,0.0000,0.0000,8,6,0.1340,2,12,200,0.75,0.0143,0.0015,0.0001,0.0002,121000,1000,8,0.8
8,0.0000,,0.0000,8,7,19.6745,2,4,400,0.5,,0.0013,,0.0000,960800,100000,8,1
8,0.0000,,0.0000,8,8,0.1982,2,26,200,0.25,,0.0014,,0.0000,240400,1000,2,1
2,0.0000,,0.0000,8,6,2.6481,3,27,200,0.5,,0.0011,,0.0000,32040600,10000,4,1
4,0.0000,,0.0000,4,6,0.1017,3,1,200,0.25,,0.0008,,0.0000,8120000,1000,4,1
4,0.0000,,0.0001,8,8,0.2295,3,17,100,0.5,,0.0026,,0.0000,2040200,1000,8,1
2,0.0000,,0.0000,8,6,0.2812,2,16,200,0.25,,0.0019,,0.0001,200600,1000,4,1
4,0.0000,0.0001,0.0000,8,9,0.2476,2,17,200,0.75,0.0195,0.0028,0.0002,0.0001,160800,1000,2,0.4
2,0.0000,,0.0000,8,3,1.0040,2,19,200,0.25,,0.0010,,0.0000,200600,10000,2,1
4,0.0000,,0.0000,2,6,20.3860,3,1,200,0.5,,0.0012,,0.0000,8040000,100000,2,1
4,0.0000,,0.0000,4,0,2.0236,2,6,100,0.25,,0.0010,,0.0000,30100,10000,4,1
4,0.0000,,0.0000,2,1,24.4212,3,1,200,0.5,,0.0014,,0.0000,8040000,100000,2,1
8,,,0.0000,8,4,0.1749,1,10,400,0.5,,0.0023,,,3200,2400.0,4,
2,0.0000,0.0000,0.0000,8,5,2.1496,3,28,100,0.75,0.0113,0.0009,0.0001,0.0000,4010300,10000,2,0.1
8,0.0000,,0.0000,8,1,0.0978,3,12,400,0.25,,0.0008,,0.0000,256320800,1000,4,1
8,0.0000,0.0001,0.0000,8,7,1.1318,2,20,100,0.25,0.0214,0.0014,0.0002,0.0001,30500,10000,8,0.1
4,,,0.0000,8,7,60.0003,1,12,400,0.25,,59.4887,,,3200,2400.0,2,
2,0.0000,,0.0000,4,8,23.4022,2,0,400,0.25,,0.0009,,0.0000,480400,100000,4,1
4,0.0000,0.0000,0.0000,2,6,20.9059,3,1,400,0.25,0.0257,0.0009,0.0001,0.0001,64160000,100000,2,0.1
4,0.0000,,0.0000,8,2,0.3040,3,8,400,0.25,,0.0022,,0.0001,192161600,1000,2,1
2,0.0001,0.0000,0.0000,8,5,0.3616,3,27,200,0.25,0.0247,0.0019,0.0002,0.0001,32120200,1000,4,0.2
8,,,0.0000,8,5,15.5661,2,8,400,0.5,,0.0709,,,801200,100000,4,
4,,,0.0000,8,2,0.3058,1,9,400,0.75,,0.0041,,,3200,2400.0,2,
4,,,0.0000,8,6,0.1073,3,15,400,0.5,,0.0023,,,192321200,1000,4,
4,0.0000,,0.0000,8,0,16.5398,3,17,400,0.25,,0.0032,,0.0000,320320400,100000,8,1
2,0.0000,0.0000,0.0001,2,0,0.2317,2,0,100,0.75,0.0136,0.0057,0.0001,0.0001,10100,1000,4,0.5
4,0.0000,,0.0000,4,2,0.1530,3,1,400,0.25,,0.0020,,0.0000,192160000,1000,8,1
4,,,0.0000,4,8,1.2371,2,6,100,0.75,,0.0247,,,10300,7725.0,4,
8,,,0.0000,8,7,0.2734,1,10,400,0.75,,0.0044,,,3200,2400.0,4,
2,0.0000,,0.0000,8,5,0.8891,2,19,100,0.25,,0.0009,,0.0000,40400,10000,2,1
4,0.0000,0.0000,0.0000,8,4,2.8160,3,15,100,0.5,0.0162,0.0011,0.0001,0.0001,4010300,10000,2,0.4
8,0.0000,0.0000,0.0000,4,1,2.3274,3,6,200,0.75,0.0229,0.0016,0.0007,0.0001,16080000,10000,4,0.1
8,0.0000,0.0000,0.0000,8,2,1.8825,3,12,100,0.75,0.0117,0.0010,0.0001,0.0001,2020400,10000,4,0.6
2,0.0000,0.0000,0.0000,4,6,1.2658,2,0,400,0.75,0.0170,0.0012,0.0002,0.0001,320800,10000,4,0.9
8,,,0.0000,2,8,0.0820,1,1,100,0.75,,0.0060,,,200,150.0,8,
2,0.0000,,0.0000,8,3,18.5500,3,27,400,0.75,,0.0009,,0.0000,256161200,100000,4,1
4,0.0001,0.0000,0.0000,2,5,0.2475,3,1,100,0.25,0.0200,0.0015,0.0002,0.0001,1000100,1000,2,0.2
8,,,0.0000,8,4,0.3410,1,3,200,0.25,,0.1958,,,1600,1200.0,4,
2,0.0000,,0.0000,8,2,0.1207,3,23,100,0.5,,0.0009,,0.0000,5030000,1000,8,1
2,,,0.0000,4,6,60.0003,2,0,200,0.5,,48.6629,,,80400,60300.0,4,
8,,,0.0000,8,7,1.1361,2,8,200,0.75,,0.0193,,,200600,10000,4,
2,0.0001,0.0000,0.0000,8,5,24.8232,2,19,400,0.75,0.0416,0.0021,0.0002,0.0001,641600,100000,2,0.5
2,,,0.0000,8,4,0.5383,1,5,400,0.5,,0.0066,,,3200,2400.0,4,
8,0.0000,,0.0000,4,0,1.3010,2,4,100,0.25,,0.0011,,0.0000,30100,10000,4,1
4,0.0001,,0.0002,8,2,5.1736,3,15,100,0.25,,0.0130,,0.0001,6000200,10000,8,1
8,0.0000,,0.0000,8,7,4.4787,2,20,200,0.5,,0.0011,,0.0000,121000,10000,8,1
2,,,0.0001,8,8,2.3576,2,12,400,0.25,,0.0490,,,1120400,10000,8,
4,0.0000,,0.0000,8,3,2.0018,3,15,200,0.5,,0.0020,,0.0000,24080600,10000,2,1
8,0.0000,,0.0000,2,0,0.0757,1,1,200,0.25,,0.0037,,0.0001,400,300.0,8,1
4,0.0000,0.0000,0.0001,8,3,0.6992,3,15,200,0.75,0.0186,0.0091,0.0002,0.0002,24040800,1000,4,0.9
4,,,0.0000,8,6,24.4404,3,17,100,0.25,,0.0716,,,2030300,100000,8,
8,,,0.0000,8,1,25.5509,3,1,400,0.5,,0.5179,,,128481200,100000,4,
2,,,0.0000,8,3,0.1053,1,1,200,0.5,,0.0044,,,1600,1200.0,8,
4,0.0001,0.0001,0.0002,4,3,0.6083,3,1,100,0.5,0.0438,0.0194,0.0006,0.0003,3000100,1000,4,0.5
2,0.0001,0.0000,0.0000,8,2,0.2147,1,5,400,0.75,0.0193,0.0030,0.0002,0.0002,3200,1000,4,0.1
2,,,0.0000,4,7,0.0268,1,5,100,0.5,,0.0019,,,400,300.0,4,
4,0.0001,0.0001,0.0000,4,4,0.3398,2,6,100,0.75,0.0490,0.0015,0.0008,0.0001,30100,1000,4,0.5
8,0.0000,0.0002,0.0000,8,3,0.3873,2,4,400,0.5,0.0232,0.0356,0.0002,0.0006,960800,1000,8,0.8
2,,,0.0000,8,3,0.1396,1,5,100,0.5,,0.0041,,,800,600.0,8,
4,0.0000,,0.0000,2,1,21.3002,3,1,200,0.25,,0.0009,,0.0000,8040000,100000,2,1
4,0.0000,0.0000,0.0000,4,1,24.6994,3,1,200,0.75,0.0221,0.0012,0.0001,0.0001,16040200,100000,8,0.6
8,,,0.0000,8,6,0.1108,2,8,100,0.75,,0.0026,,,50300,1000,4,
4,0.0001,0.0000,0.0000,2,9,19.6579,3,1,200,0.5,0.0546,0.0033,0.0002,0.0001,8000200,100000,2,0.4
4,,,0.0000,8,9,19.8588,3,15,100,0.25,,0.0065,,,2020400,100000,4,
8,,,0.0000,8,6,0.2078,3,1,100,0.75,,0.0070,,,1000700,1000,4,
2,0.0000,0.0000,0.0000,2,1,0.2221,2,0,200,0.5,0.0165,0.0014,0.0001,0.0001,80000,1000,4,0.3
8,,,0.0000,4,7,60.0002,2,4,200,0.5,,57.4463,,,80400,10000,4,
4,0.0000,0.0000,0.0000,8,4,0.1409,2,17,200,0.75,0.0103,0.0014,0.0001,0.0001,121000,1000,2,0.3
4,,,0.0000,8,9,0.1001,1,12,200,0.25,,0.0033,,,1600,1200.0,2,
8,0.0001,0.0000,0.0000,8,8,1.2865,2,8,100,0.5,0.0191,0.0042,0.0002,0.0002,20600,10000,4,0.76
2,,,0.0000,8,7,2.5763,3,21,200,0.5,,0.0033,,,32040600,10000,4,
2,0.0000,,0.0000,8,8,0.1817,3,21,400,0.25,,0.0015,,0.0000,128640800,1000,4,1
2,,,0.0001,4,2,20.8654,2,0,200,0.5,,0.5896,,,120200,90150.0,4,
8,0.0000,,0.0000,8,1,0.1026,1,6,200,0.75,,0.0014,,0.0000,1600,1200.0,2,1
2,0.0000,,0.0000,8,4,20.3360,3,28,100,0.25,,0.0017,,0.0000,3030200,100000,2,1
4,0.0000,,0.0000,8,9,20.3131,2,17,200,0.25,,0.0008,,0.0000,160800,100000,2,1
2,0.0000,,0.0000,8,5,1.0256,2,27,400,0.25,,0.0020,,0.0000,960800,10000,2,1
8,0.0000,0.0001,0.0000,8,7,0.3317,1,3,400,0.75,0.0225,0.0080,0.0002,0.0002,3200,1000,4,0.3
2,0.0001,0.0001,0.0000,8,3,16.2138,2,27,200,0.5,0.0379,0.0092,0.0004,0.0007,121000,90750.0,2,0.56
4,0.0000,,0.0000,8,1,20.8458,3,15,400,0.25,,0.0012,,0.0000,128481200,100000,2,1
2,0.0000,,0.0000,8,7,2.0087,2,16,400,0.75,,0.0013,,0.0000,641600,10000,4,1
8,,,0.0000,8,6,0.1790,1,15,200,0.75,,0.0034,,,1600,1200.0,8,
8,,,0.0000,8,0,0.0998,1,10,200,0.75,,0.0029,,,1600,1200.0,4,732.
4,0.0000,,0.0000,8,9,0.0970,3,23,100,0.25,,0.0008,,0.0000,3010400,1000,2,1
8,0.0000,,0.0000,8,3,0.0893,2,9,400,0.5,,0.0016,,0.0000,641600,1000,4,1
8,0.0000,0.0000,0.0000,8,5,0.2165,1,3,400,0.75,0.0108,0.0021,0.0001,0.0002,3200,2400.0,4,0.3
8,0.0000,0.0000,0.0000,8,0,0.1478,3,1,100,0.75,0.0113,0.0009,0.0001,0.0001,4020200,1000,4,0.7
2,0.0000,,0.0000,8,0,24.5848,3,28,400,0.25,,0.0021,,0.0000,192480800,100000,2,1
8,0.0001,0.0000,0.0000,8,0,0.4558,1,15,400,0.75,0.0135,0.0023,0.0002,0.0002,3200,2400.0,8,0.6
8,0.0000,0.0000,0.0000,8,4,0.1937,1,3,200,0.75,0.0149,0.0021,0.0001,0.0002,1600,1200.0,4,0.6
2,0.0000,,0.0000,4,5,0.1644,1,5,400,0.5,,0.0020,,0.0000,1600,1200.0,4,1
2,0.0000,,0.0000,4,4,0.1695,2,0,100,0.5,,0.0010,,0.0000,20200,1000,4,1
2,,,0.0000,4,5,0.0480,1,5,100,0.5,,0.0028,,,400,300.0,4,
8,0.0000,,0.0000,8,8,6.1745,2,9,100,0.5,,0.0015,,0.0000,30500,22875.0,4,1
8,,,0.0000,4,7,3.0125,3,6,100,0.75,,0.0238,,,1020100,10000,4,
2,,,0.0000,8,2,0.3616,1,1,400,0.75,,0.0038,,,3200,2400.0,8,
2,0.0000,,0.0000,2,4,0.1805,2,0,200,0.25,,0.0028,,0.0000,80000,1000,4,1
2,0.0000,,0.0000,8,1,0.1799,3,23,200,0.5,,0.0013,,0.0000,32080400,1000,8,1
4,0.0000,0.0001,0.0000,8,3,27.2655,3,15,400,0.25,0.0454,0.0017,0.0002,0.0001,192161600,100000,4,0.5
4,0.0000,,0.0000,2,6,0.2131,3,1,100,0.5,,0.0011,,0.0000,1010000,1000,2,1
2,0.0000,0.0000,0.0000,8,1,0.2610,3,28,400,0.75,0.0147,0.0012,0.0001,0.0001,192321200,1000,2,0.2
4,,,0.0000,4,8,25.2416,3,1,400,0.5,,0.5733,,,128160400,100000,8,
2,0.0000,0.0000,0.0000,8,2,6.2026,2,27,100,0.5,0.0208,0.0013,0.0001,0.0001,50300,37725.0,2,0.8
8,0.0001,0.0000,0.0000,8,5,0.2680,2,26,100,0.75,0.0271,0.0028,0.0002,0.0002,70100,1000,2,0.6
8,0.0000,0.0000,0.0000,8,8,20.7847,3,1,100,0.75,0.0259,0.0011,0.0001,0.0001,5010200,100000,4,0.1
4,0.0000,,0.0000,8,2,1.0674,3,15,200,0.25,,0.0014,,0.0000,32120200,10000,4,1
4,0.0000,,0.0000,2,9,16.5353,3,1,400,0.5,,0.0019,,0.0000,64000400,100000,2,1
2,0.0000,0.0000,0.0000,8,7,1.3473,3,28,400,0.75,0.0115,0.0027,0.0001,0.0001,320320400,10000,2,0.9
8,,,0.0000,8,3,0.1116,1,3,200,0.5,,0.0045,,,1600,1200.0,4,218.
2,,,0.0000,8,2,0.0946,2,12,100,0.25,,0.0042,,,50300,1000,8,
2,0.0000,,0.0000,8,3,1.7277,2,16,400,0.5,,0.0008,,0.0000,641600,10000,4,1
4,0.0000,0.0000,0.0000,8,5,24.8785,3,15,200,0.75,0.0306,0.0016,0.0001,0.0001,48000400,100000,2,0.9
4,0.0000,,0.0000,4,1,29.2567,3,1,100,0.5,,0.0020,,0.0000,2010100,100000,8,1
8,0.0000,,0.0000,8,6,2.5846,2,9,100,0.5,,0.0013,,0.0000,60200,10000,4,1
2,,,0.0000,8,6,0.1255,2,16,400,0.5,,0.0021,,,801200,1000,4,
8,,,0.0000,8,5,0.0898,1,20,400,0.75,,0.0032,,,3200,1000,8,
2,0.0000,0.0000,0.0000,8,8,0.1914,2,1,400,0.25,0.0189,0.0014,0.0002,0.0001,960800,1000,8,0.2
8,,,0.0000,8,2,0.1402,1,6,400,0.5,,0.0056,,,3200,1000,2,829.
4,0.0001,0.0000,0.0000,4,5,0.1033,1,5,100,0.75,0.0191,0.0031,0.0002,0.0003,400,300.0,2,0.5
2,0.0000,,0.0000,8,0,15.9423,3,3,100,0.5,,0.0026,,0.0000,3020300,100000,4,1
8,0.0000,0.0000,0.0000,8,3,22.7540,2,9,400,0.5,0.0294,0.0015,0.0022,0.0001,641600,100000,4,0.6
2,,,0.0000,2,7,0.6527,2,0,100,0.25,,0.0161,,,10100,7575.0,4,
8,,,0.0000,8,5,0.0823,1,10,400,0.25,,0.0022,,,3200,1000,4,
8,,,0.0000,4,0,21.7070,3,6,200,0.5,,0.4005,,,16080000,100000,4,
4,0.0000,,0.0000,8,3,0.0718,2,17,200,0.25,,0.0007,,0.0000,160800,1000,2,1
8,,,0.0000,8,3,5.1148,2,20,100,0.75,,0.0162,,,50300,37725.0,8,
2,0.0000,0.0000,0.0000,8,7,14.9893,2,19,200,0.75,0.0209,0.0009,0.0001,0.0001,200600,100000,2,0.9
2,0.0000,,0.0000,8,3,1.2887,3,28,200,0.75,,0.0009,,0.0000,40080200,10000,2,1
4,0.0000,0.0000,0.0000,8,6,20.0135,3,8,400,0.75,0.0192,0.0009,0.0001,0.0001,256161200,100000,2,0.4
8,,,0.0000,8,7,0.0822,1,6,200,0.25,,0.0029,,,1600,1000,2,
2,0.0000,0.0000,0.0000,8,0,0.2609,3,28,200,0.75,0.0202,0.0015,0.0002,0.0001,24120400,1000,2,0.4
8,0.0000,,0.0000,8,6,26.4842,3,1,200,0.25,,0.0020,,0.0000,8001400,100000,4,1
2,0.0000,0.0000,0.0000,8,8,0.4064,3,21,100,0.5,0.0251,0.0021,0.0002,0.0001,2040200,1000,4,0.7
2,,,0.0000,8,6,0.2044,3,3,100,0.75,,0.0051,,,3010400,1000,4,
2,,,0.0000,4,7,0.0611,1,5,200,0.25,,0.0025,,,800,600.0,4,
2,0.0000,,0.0000,4,7,0.8648,2,0,100,0.25,,0.0009,,0.0000,30100,10000,4,1
8,,,0.0000,8,9,13.3718,2,8,400,0.5,,0.1283,,,482000,100000,4,
4,,,0.0000,8,8,25.4227,3,15,400,0.75,,0.0582,,,256320800,100000,8,
8,0.0001,0.0000,0.0000,8,9,0.3385,3,12,100,0.25,0.0259,0.0023,0.0002,0.0002,2040200,1000,4,0.4
4,0.0000,,0.0000,8,5,0.2958,3,15,400,0.25,,0.0019,,0.0001,256320800,1000,4,1
4,0.0000,0.0000,0.0000,4,7,4.7088,2,6,100,0.5,0.0161,0.0014,0.0001,0.0001,30100,22575.0,4,0.1
2,,,0.0000,8,5,2.0368,3,23,200,0.25,,0.0135,,,24120400,10000,8,
2,0.0000,0.0000,0.0000,2,2,0.1884,2,0,200,0.25,0.0184,0.0015,0.0002,0.0001,40200,1000,4,0.9
4,,,0.0000,8,9,1.3571,3,15,200,0.5,,0.0081,,,16080800,10000,4,
2,,,0.0000,8,3,0.1596,1,1,400,0.25,,0.0041,,,3200,2400.0,8,
