maximum.number.of.nodes,number.of.variables,Grounding,maximum.arity,universe.size,instance,DSharp compilation,Total time,proportion.probabilistic,answer,number.of.facts,number.of.independent.pairs,Propagating evidence,Cycle breaking,Clark's completion,number.of.predicates,domain.size
4,4,0.0034,1,3200,8,,0.3671,0.75,,2400.0,9,0.0000,,,8,400
8,4,0.0018,2,322400,0,0.0005,24.9057,0.5,1,100000,9,0.0001,0.0000,0.0000,8,400
8,8,0.0014,2,240400,9,0.0004,18.4766,0.25,1,100000,4,0.0000,0.0000,0.0000,8,200
4,8,0.0038,3,256320800,8,,0.1771,0.25,,1000,15,0.0000,,,8,400
8,8,0.0040,1,1600,1,0.0153,0.1732,0.75,0.886,1000,15,0.0000,0.0004,0.0001,8,200
8,4,45.7229,2,160000,1,,60.0003,0.5,,100000,4,0.0000,,,4,200
4,4,0.0013,3,2000200,4,0.0004,3.3864,0.25,1,10000,1,0.0000,0.0000,0.0000,4,100
4,8,0.0026,3,32000800,5,0.0008,31.4717,0.75,0.7,100000,15,0.0000,0.0001,0.0000,8,200
4,8,0.0016,3,256320800,8,0.0005,26.4719,0.5,0.7,100000,15,0.0000,0.0003,0.0000,8,400
2,8,0.0013,2,960800,7,0.0004,1.7129,0.25,1,10000,12,0.0000,0.0000,0.0000,8,400
8,4,0.0021,2,801200,1,0.0008,0.3598,0.75,0.3,1000,8,0.0000,0.0001,0.0000,8,400
8,4,0.0023,3,32120200,2,0.0006,2.3740,0.25,0.8,10000,1,0.0000,0.0001,0.0001,8,200
2,4,0.0023,3,24080600,6,0.0004,19.7756,0.25,1,100000,21,0.0000,0.0000,0.0000,8,200
2,2,0.0021,2,482000,0,0.0007,20.2653,0.25,1,100000,19,0.0000,0.0001,0.0000,8,400
2,2,0.0014,2,50300,2,0.0005,0.1856,0.5,0.8,1000,19,0.0001,0.0001,0.0000,8,100
4,2,0.0027,3,192161600,9,0.0009,23.7220,0.75,0.2,100000,23,0.0000,0.0002,0.0001,8,400
4,2,0.0037,1,1600,2,0.0004,0.1574,0.25,1,1200.0,5,0.0000,0.0000,0.0000,4,400
4,2,0.0012,2,641600,9,0.0004,20.0366,0.5,0.1,100000,17,0.0000,0.0001,0.0000,8,400
4,2,0.5594,2,40400,9,50.1288,60.6695,0.5,,30300.0,17,0.0001,0.0686,0.0434,8,100
8,4,0.0019,3,3050000,5,0.0009,2.3966,0.25,1,10000,1,0.0000,0.0001,0.0000,8,100
2,2,0.0012,3,8120800,5,0.0005,23.4919,0.5,0.8,100000,22,0.0000,0.0001,0.0000,8,200
8,2,0.0021,2,81200,6,0.0008,0.3195,0.75,0.5,1000,26,0.0000,0.0001,0.0000,8,200
8,4,0.0045,2,640000,1,0.0006,2.0875,0.5,1,10000,4,0.0001,0.0000,0.0000,4,400
8,8,0.0031,2,160800,4,0.0004,27.2638,0.75,0.3,100000,4,0.0000,0.0001,0.0000,8,200
2,4,0.3045,1,800,8,0.0006,0.4113,0.75,1,600.0,5,0.0001,0.0003,0.0000,4,200
2,4,0.0020,2,320000,4,0.0007,0.3306,0.5,1,1000,0,0.0000,0.0001,0.0000,2,400
8,4,0.0020,2,40400,2,0.0007,7.5259,0.75,1,30300.0,9,0.0000,0.0001,0.0000,8,100
2,4,58.5734,2,80400,6,,60.0003,0.5,,10000,0,0.0000,,,4,200
2,4,0.0069,1,1600,8,,0.1631,0.75,,1000,5,0.0000,,,8,200
8,4,0.0013,3,320160800,8,0.0004,32.0732,0.75,0.1,100000,1,0.0000,0.0001,0.0000,8,400
4,4,0.0010,2,320800,9,0.0003,21.2774,0.25,1,100000,6,0.0000,0.0000,0.0000,4,400
2,4,0.0083,2,320000,3,,0.1874,0.5,,1000,0,0.0000,,,2,400
2,4,0.0013,2,10100,2,0.0003,1.4741,0.75,1,7575.0,0,0.0000,0.0000,0.0000,2,100
4,2,0.0009,2,641600,5,0.0003,0.0908,0.5,1,1000,17,0.0000,0.0000,0.0000,8,400
4,2,0.0014,1,400,0,0.0003,0.0283,0.5,1,300.0,5,0.0000,0.0000,0.0000,4,100
4,2,0.0054,1,1600,1,,0.1050,0.25,719.,1200.0,9,0.0000,,,8,200
4,2,0.0015,2,801200,0,0.0007,2.4560,0.5,0.6,10000,17,0.0000,0.0001,0.0000,8,400
8,8,0.1845,1,800,3,0.0004,0.2822,0.25,1,600.0,22,0.0001,0.0002,0.0000,8,100
2,8,0.0202,3,5030000,2,,2.9266,0.75,,10000,23,0.0000,,,8,100
8,4,0.0075,1,3200,3,,0.3008,0.25,218.,2400.0,3,0.0000,,,8,400
4,2,0.0019,3,24040800,2,0.0003,0.1132,0.5,1,1000,8,0.0000,0.0000,0.0000,8,200
8,2,0.0026,2,121000,1,0.0004,0.9863,0.25,1,10000,26,0.0000,0.0000,0.0000,8,200
2,8,0.0128,1,1600,9,,0.1280,0.25,,1200.0,1,0.0000,,,8,200
8,4,0.0021,3,16040200,6,0.0007,0.3605,0.5,1,1000,6,0.0000,0.0001,0.0000,4,200
4,8,0.0930,3,40040400,4,,0.3229,0.5,,1000,15,0.0000,,,8,200
4,2,0.0022,1,3200,4,0.0004,0.1647,0.25,1,2400.0,9,0.0000,0.0000,0.0000,8,400
8,2,0.1490,1,1600,7,,0.2933,0.5,,1000,6,0.0000,,,8,200
4,2,0.0013,3,384000800,5,0.0005,0.1974,0.25,0.1,1000,15,0.0000,0.0001,0.0000,8,400
4,8,0.0016,3,24000200,3,0.0005,3.5088,0.75,0.4,10000,1,0.0000,0.0001,0.0000,4,200
4,8,59.8420,1,800,5,,60.0002,0.5,,600.0,11,0.0000,,,8,100
2,2,0.0018,2,482000,3,0.0010,15.0437,0.25,0.7,100000,27,0.0000,0.0001,0.0000,8,400
2,2,0.0014,3,24160200,1,0.0005,21.4195,0.25,0.4,100000,22,0.0000,0.0001,0.0000,8,200
2,8,0.0014,2,30500,9,0.0005,2.8423,0.75,0.2,10000,12,0.0000,0.0001,0.0000,8,100
2,4,0.0012,2,10100,6,0.0004,0.1750,0.75,1,1000,0,0.0000,0.0000,0.0000,2,100
4,2,0.0026,3,8000200,5,0.0005,0.2337,0.75,0.6,1000,1,0.0000,0.0002,0.0000,2,200
4,8,0.0022,3,2010100,8,0.0008,0.3994,0.75,1,1000,1,0.0000,0.0001,0.0000,4,100
2,4,0.0008,2,160400,0,0.0004,1.5801,0.75,0.1,10000,0,0.0000,0.0001,0.0000,2,400
4,2,0.0009,3,192800000,9,0.0003,0.1170,0.5,0.3,1000,15,0.0000,0.0001,0.0000,8,400
2,8,0.0034,2,30500,6,,1.3273,0.25,,10000,12,0.0000,,,8,100
8,4,0.0024,3,8080200,3,,1.4506,0.5,,10000,6,0.0000,,,4,200
2,4,0.0010,3,4020200,1,0.0003,0.1115,0.5,0.7,1000,21,0.0000,0.0001,0.0000,8,100
4,2,0.0063,3,192800000,9,0.0005,2.4046,0.25,1,10000,15,0.0000,0.0000,0.0000,8,400
8,4,0.0088,2,801200,1,,1.8249,0.75,,10000,8,0.0000,,,8,400
4,2,0.0021,3,24120400,7,0.0008,0.3809,0.75,0.8,1000,23,0.0000,0.0002,0.0000,8,200
4,4,0.0009,3,3020300,6,0.0003,2.0455,0.25,1,10000,15,0.0000,0.0000,0.0000,8,100
8,4,0.0013,2,50300,7,0.0004,2.3621,0.25,0.4,10000,8,0.0000,0.0001,0.0000,8,100
8,4,0.0016,2,40400,5,0.0005,7.3818,0.5,1,30300.0,9,0.0000,0.0000,0.0000,8,100
8,8,0.0049,1,1600,4,,0.1592,0.25,,1200.0,8,0.0000,,,8,200
2,4,0.0017,3,4020200,8,0.0005,2.7860,0.25,1,10000,3,0.0000,0.0000,0.0000,8,100
4,8,0.0132,3,128160400,8,,0.2072,0.25,,1000,1,0.0000,,,4,400
2,4,0.0013,3,4010300,2,0.0004,0.1946,0.25,1,1000,21,0.0000,0.0000,0.0000,8,100
8,4,0.0037,3,24120400,0,0.0007,27.7650,0.5,1,100000,12,0.0000,0.0001,0.0000,8,200
2,8,0.0327,2,160800,4,,23.9390,0.75,,100000,12,0.0000,,,8,200
2,4,0.0012,3,4030100,9,0.0004,2.1953,0.5,0.6,10000,3,0.0000,0.0001,0.0000,8,100
8,4,0.0038,3,192000400,2,,3.0959,0.75,,10000,6,0.0000,,,4,400
8,4,0.0026,3,16080800,2,0.0005,34.3160,0.75,1,100000,12,0.0000,0.0000,0.0000,8,200
8,2,0.0015,2,70100,5,0.0006,0.1616,0.25,0.2,1000,26,0.0000,0.0001,0.0000,8,100
4,2,0.0015,2,641600,3,0.0006,0.1781,0.75,0.5,1000,17,0.0000,0.0001,0.0000,8,400
2,8,0.0017,2,41400,5,0.0004,0.0904,0.75,0.9,1000,1,0.0000,0.0001,0.0000,8,200
2,4,0.0024,3,4010300,2,,0.1579,0.75,,1000,21,0.0000,,,8,100
4,4,0.0017,3,3030200,4,0.0004,24.6903,0.25,1,100000,15,0.0000,0.0000,0.0000,8,100
8,4,0.4937,2,801200,7,,27.7690,0.25,,100000,8,0.0000,,,8,400
4,4,0.0044,2,480400,4,,0.1808,0.25,,1000,6,0.0001,,,4,400
4,4,0.0015,3,320320400,7,0.0005,30.8894,0.75,0.6,100000,15,0.0000,0.0001,0.0000,8,400
4,4,0.0034,3,192000400,3,0.0006,2.6575,0.5,0.7,10000,1,0.0000,0.0001,0.0000,4,400
8,8,0.0038,1,3200,8,,0.1684,0.25,,1000,15,0.0000,,,8,400
8,4,0.0015,3,128160400,6,0.0005,31.5960,0.75,0.5,100000,6,0.0000,0.0001,0.0000,4,400
4,4,0.0052,3,8040400,0,,0.3355,0.5,,1000,1,0.0000,,,4,200
2,8,0.0033,1,1600,0,,0.1199,0.25,,1000,5,0.0000,,,8,200
4,2,0.0013,2,160800,3,0.0004,16.3383,0.75,0.3,100000,17,0.0000,0.0001,0.0000,8,200
4,2,0.0029,2,40400,1,0.0006,2.6036,0.5,0.4,10000,17,0.0000,0.0001,0.0000,8,100
4,2,0.0009,3,24120400,9,0.0004,1.2501,0.75,0.9,10000,8,0.0000,0.0001,0.0000,8,200
2,4,0.0018,2,120200,8,0.0006,23.3260,0.75,1,90150.0,0,0.0000,0.0000,0.0000,4,200
4,2,0.0015,3,3030200,1,0.0006,0.2561,0.5,0.8,1000,8,0.0000,0.0001,0.0000,8,100
4,4,0.0012,3,192000400,7,0.0004,0.2040,0.5,1,1000,1,0.0000,0.0000,0.0000,4,400
4,8,0.0026,1,1600,7,,0.1377,0.25,,1000,11,0.0000,,,8,200
4,2,0.2113,1,1600,3,0.3337,1.3458,0.5,1,1000,9,0.0000,0.1723,0.1822,8,200
2,4,0.0038,3,16200200,7,0.0131,2.5197,0.75,0.51,10000,3,0.0000,0.0002,0.0000,8,200
4,8,0.0084,1,3200,5,,0.5077,0.5,,2400.0,11,0.0000,,,8,400
2,2,0.0013,3,2020400,6,0.0005,2.4035,0.5,0.4,10000,22,0.0000,0.0001,0.0000,8,100
2,4,0.0056,3,4010300,3,,0.4019,0.5,,1000,27,0.0000,,,8,100
8,4,0.2507,2,120200,4,,16.0059,0.5,,90150.0,4,0.0000,,,4,200
8,4,0.0013,2,50300,3,0.0003,0.1058,0.75,1,1000,8,0.0000,0.0000,0.0000,8,100
2,2,0.0014,2,50300,4,0.0004,7.9618,0.75,1,37725.0,27,0.0000,0.0000,0.0000,8,100
2,2,0.0010,3,4030100,9,0.0004,2.1539,0.25,1,10000,28,0.0000,0.0000,0.0000,8,100
4,8,0.0012,3,3010000,2,0.0004,0.1447,0.75,0.9,1000,1,0.0000,0.0001,0.0000,4,100
2,8,0.0009,2,482000,0,0.0004,24.6636,0.75,0.7,100000,12,0.0000,0.0001,0.0000,8,400
8,4,0.0017,3,24000200,2,0.0006,29.2738,0.5,0.9,100000,6,0.0000,0.0001,0.0000,4,200
2,8,0.0016,3,48040200,6,0.0005,31.2266,0.75,0.6,100000,23,0.0000,0.0001,0.0000,8,200
4,2,0.0013,3,448000400,5,0.0004,0.2235,0.5,1,1000,8,0.0000,0.0000,0.0000,8,400
2,8,0.0065,2,70100,8,,0.1796,0.25,,1000,12,0.0000,,,8,100
8,2,0.0049,1,3200,8,,0.2808,0.75,,1000,6,0.0000,,,8,400
2,2,0.0011,3,32080400,7,0.0004,2.5403,0.5,1,10000,22,0.0000,0.0000,0.0000,8,200
8,8,0.0035,1,1600,4,0.0007,0.2497,0.25,1,1200.0,15,0.0000,0.0001,0.0000,8,200
8,4,0.0013,3,16080800,2,0.0004,2.2859,0.25,1,10000,12,0.0000,0.0000,0.0000,8,200
8,8,0.0115,2,641600,4,,1.9583,0.25,,10000,20,0.0000,,,8,400
4,2,0.0011,3,1000100,7,0.0004,1.4268,0.75,0.3,10000,1,0.0000,0.0001,0.0000,2,100
8,2,0.0015,2,641600,0,0.0006,14.8478,0.5,0.4,100000,26,0.0001,0.0001,0.0000,8,400
2,8,0.0170,2,160800,4,,2.1940,0.75,,10000,12,0.0000,,,8,200
4,2,0.0008,3,40120000,2,0.0003,0.1433,0.75,1,1000,23,0.0000,0.0000,0.0000,8,200
8,4,0.0057,1,3200,5,,0.3551,0.5,,2400.0,10,0.0000,,,8,400
2,2,0.0010,2,60200,5,0.0003,6.1895,0.5,1,45150.0,27,0.0000,0.0000,0.0000,8,100
2,4,0.0012,2,801200,4,0.0004,17.3052,0.75,0.3,100000,16,0.0000,0.0001,0.0000,8,400
4,4,0.1322,2,320800,2,,12.8545,0.25,,100000,6,0.0000,,,4,400
8,4,0.0039,2,40000,1,0.0007,0.3206,0.5,1,1000,4,0.0000,0.0000,0.0000,4,100
4,4,0.0152,2,320800,9,,1.2332,0.75,,10000,6,0.0000,,,4,400
2,2,0.0018,3,256001600,8,0.0006,2.8446,0.25,0.7,10000,22,0.0000,0.0001,0.0000,8,400
4,4,0.0028,3,1010200,0,,0.1765,0.25,,1000,1,0.0000,,,4,100
2,2,0.0009,3,40040400,0,0.0003,0.1149,0.5,1,1000,22,0.0000,0.0000,0.0000,8,200
2,4,0.0771,2,50300,2,0.0006,1.3787,0.25,1,10000,16,0.0000,0.0001,0.0000,8,100
4,8,0.0015,3,3030200,5,0.0006,0.2313,0.75,0.8,1000,17,0.0000,0.0001,0.0000,8,100
8,8,0.0017,2,960800,7,0.0004,1.1247,0.75,0.5,10000,4,0.0000,0.0001,0.0000,8,400
2,4,0.0027,1,1600,2,,0.0838,0.25,,1200.0,5,0.0000,,,4,400
4,8,0.0015,3,4020200,8,0.0006,1.8611,0.25,0.4,10000,15,0.0000,0.0001,0.0000,8,100
4,2,0.0016,2,641600,3,0.0017,16.1432,0.75,0.4,100000,17,0.0000,0.0002,0.0000,8,400
4,8,0.1141,3,128160400,8,,2.3829,0.25,,10000,1,0.0000,,,4,400
2,8,0.0048,1,1600,2,,0.1921,0.5,,1000,5,0.0000,,,8,200
2,4,0.0052,2,40400,3,,0.1035,0.5,,1000,16,0.0000,,,8,100
2,4,0.1052,1,800,8,0.0004,0.1602,0.5,1,600.0,5,0.0000,0.0001,0.0000,4,200
8,8,0.0032,1,1600,8,,0.0849,0.25,,1200.0,22,0.0000,,,8,200
2,8,0.0015,2,50300,2,0.0005,1.4362,0.25,1,10000,1,0.0000,0.0000,0.0000,8,100
4,2,0.0075,3,64160000,6,0.0029,24.7284,0.75,0.7,100000,1,0.0001,0.0006,0.0002,2,400
2,4,0.9093,2,320800,4,,22.1231,0.5,,100000,0,0.0000,,,4,400
2,4,0.0021,3,2040200,8,0.0007,0.3593,0.75,1,1000,21,0.0000,0.0001,0.0000,8,100
4,2,0.0063,1,1600,1,0.0009,0.2571,0.5,0.8,1000,12,0.0000,0.0005,0.0001,8,200
8,2,0.0022,2,50300,2,0.0008,6.6924,0.5,0.9,37725.0,26,0.0000,0.0001,0.0001,8,100
4,2,0.0053,1,1600,7,0.0009,0.2927,0.75,0.8,1000,12,0.0000,0.0004,0.0001,8,200
2,4,0.0035,1,1600,5,0.0005,0.1490,0.25,0.9,1200.0,5,0.0000,0.0002,0.0000,4,400
8,4,0.2042,2,801200,3,,13.7187,0.25,,100000,8,0.0000,,,8,400
2,2,0.0011,2,960800,5,0.0005,0.1250,0.75,0.6,1000,27,0.0000,0.0001,0.0000,8,400
2,4,0.0019,3,256161200,6,0.0006,26.6913,0.25,0.2,100000,27,0.0000,0.0001,0.0000,8,400
2,2,0.0009,2,200600,4,0.0003,1.1002,0.25,0.8,10000,19,0.0000,0.0001,0.0000,8,200
8,4,0.0020,1,800,2,,0.0565,0.75,,600.0,3,0.0000,,,8,100
2,8,0.0015,2,60200,7,0.0005,1.8769,0.5,1,10000,12,0.0000,0.0000,0.0000,8,100
4,8,0.0022,3,64000000,9,0.0007,27.3216,0.5,1,100000,15,0.0000,0.0000,0.0000,8,200
4,4,0.1877,2,320800,2,,16.5460,0.5,,100000,6,0.0000,,,4,400
4,4,0.0012,2,120200,7,0.0004,1.7703,0.25,1,10000,6,0.0000,0.0000,0.0000,4,200
8,4,0.0013,3,16040200,6,0.0003,30.0176,0.75,1,100000,6,0.0000,0.0000,0.0000,4,200
8,4,0.0015,3,24120400,7,0.0004,0.1190,0.5,1,1000,12,0.0000,0.0000,0.0000,8,200
8,4,0.0048,1,1600,6,,0.1144,0.75,,1200.0,3,0.0000,,,8,200
2,2,0.0017,3,24160200,1,0.0008,1.5294,0.75,0.4,10000,22,0.0000,0.0001,0.0000,8,200
2,8,0.0126,2,320000,6,,2.0294,0.5,,10000,1,0.0000,,,8,200
2,4,0.0022,1,800,0,,0.0578,0.75,,600.0,5,0.0000,,,4,200
4,2,0.0011,3,64160000,0,0.0004,2.1765,0.75,0.7,10000,1,0.0000,0.0001,0.0000,2,400
4,8,0.0009,3,24080600,3,0.0005,0.1153,0.75,0.1,1000,15,0.0000,0.0001,0.0000,8,200
8,4,0.0022,3,32160000,4,0.0007,17.2464,0.25,1,100000,12,0.0000,0.0001,0.0000,8,200
4,2,0.0023,3,24120400,7,0.0008,24.6551,0.25,0.6,100000,23,0.0000,0.0001,0.0000,8,200
4,2,0.0009,3,2030300,0,0.0004,0.1092,0.5,1,1000,8,0.0000,0.0000,0.0000,8,100
8,8,0.0009,2,1280000,8,0.0004,0.1088,0.5,0.1,1000,4,0.0000,0.0001,0.0000,8,400
4,4,0.0020,3,8040400,0,,0.1145,0.75,,1000,1,0.0000,,,4,200
4,4,0.0037,1,800,4,0.0005,0.0840,0.25,1,600.0,9,0.0000,0.0000,0.0000,8,100
4,4,0.0015,3,64160800,0,0.0005,0.1602,0.25,1,1000,1,0.0000,0.0000,0.0000,4,400
2,4,0.0037,1,1600,0,,0.1615,0.75,,1000,5,0.0001,,,8,200
8,4,0.0028,2,81200,8,0.0004,1.2794,0.5,1,10000,8,0.0000,0.0000,0.0000,8,200
4,2,0.0019,1,800,1,,0.0582,0.75,,600.0,9,0.0000,,,8,100
4,2,0.0015,3,2030300,3,0.0005,1.6527,0.75,0.3,10000,23,0.0000,0.0001,0.0000,8,100
4,8,0.0064,1,1600,1,,0.1570,0.75,,1000,11,0.0000,,,8,200
4,8,0.0050,1,1600,0,,0.1389,0.5,,1000,11,0.0000,,,8,200
2,4,0.1181,2,80000,3,,8.0285,0.5,,60000.0,0,0.0000,,,2,200
4,2,0.0010,3,1010000,6,0.0004,1.3740,0.75,0.8,10000,1,0.0000,0.0001,0.0000,2,100
2,8,0.0023,1,3200,0,,0.1752,0.75,,1000,5,0.0000,,,8,400
4,8,0.0570,3,2010100,8,,2.2014,0.5,,10000,1,0.0000,,,4,100
4,8,0.0018,3,512000000,9,0.0006,33.4841,0.75,1,100000,15,0.0000,0.0000,0.0000,8,400
2,4,0.0028,1,1600,4,0.0005,0.2265,0.5,1,1200.0,5,0.0000,0.0000,0.0000,4,400
8,2,0.0017,2,482000,1,0.0006,30.6531,0.75,0.5,100000,26,0.0000,0.0001,0.0000,8,400
8,4,1.4457,3,128481200,1,0.0007,4.7442,0.75,0.1,10000,1,0.0000,0.0009,0.0001,8,400
8,4,0.0010,3,5010200,8,0.0004,0.2596,0.75,1,1000,1,0.0000,0.0000,0.0000,8,100
2,8,0.0141,1,3200,5,,0.4114,0.25,,2400.0,1,0.0000,,,8,400
8,8,0.0056,1,800,0,,0.0816,0.25,,600.0,8,0.0000,,,8,100
2,8,0.2204,2,240400,4,,25.0173,0.25,,100000,1,0.0000,,,8,200
8,4,0.0057,2,960800,4,0.0027,20.9523,0.25,1,100000,8,0.0000,0.0003,0.0004,8,400
8,4,0.0067,2,320800,2,,0.2125,0.25,,1000,4,0.0000,,,4,400
8,2,0.0015,2,1120400,3,0.0004,2.6509,0.5,1,10000,26,0.0000,0.0000,0.0000,8,400
4,8,0.0017,3,2020400,6,0.0005,2.7592,0.25,0.4,10000,15,0.0000,0.0001,0.0000,8,100
2,4,0.0056,3,8120800,4,,30.5910,0.5,,100000,27,0.0000,,,8,200
2,4,0.0018,2,40200,6,0.0012,7.0205,0.25,1,30150.0,0,0.0000,0.0001,0.0001,2,200
4,2,0.0010,3,1000100,4,0.0004,0.2138,0.5,0.6,1000,1,0.0000,0.0001,0.0000,2,100
4,8,0.0038,3,192321200,3,0.0010,30.9728,0.75,0.5,100000,15,0.0000,0.0003,0.0001,8,400
8,8,0.0039,1,800,2,0.0004,0.1610,0.75,1,600.0,22,0.0000,0.0001,0.0000,8,100
8,8,0.0057,1,800,6,,0.1142,0.25,,600.0,8,0.0000,,,8,100
8,4,0.0017,2,50300,9,0.0005,3.0588,0.75,0.5,10000,9,0.0000,0.0001,0.0000,8,100
2,8,0.0012,3,256320800,1,0.0024,35.4644,0.75,1,100000,23,0.0000,0.0000,0.0000,8,400
4,8,0.0026,1,3200,4,0.0004,0.1551,0.5,1,1000,11,0.0000,0.0000,0.0000,8,400
8,4,0.7416,3,8080200,7,,26.9519,0.75,,100000,6,0.0000,,,4,200
2,2,0.0141,2,200600,3,0.0428,23.6721,0.75,0.488,100000,19,0.0000,0.0007,0.0001,8,200
8,2,0.0065,1,1600,9,,0.2968,0.75,,1200.0,6,0.0000,,,8,200
8,4,0.0172,2,50300,1,0.0005,3.1621,0.75,1,10000,8,0.0000,0.0001,0.0000,8,100
8,8,0.0063,1,3200,4,,0.5217,0.5,,2400.0,20,0.0000,,,8,400
2,4,0.1759,2,480400,7,,26.7976,0.25,,100000,0,0.0000,,,4,400
4,4,0.0036,3,128320000,1,,0.2274,0.5,,1000,1,0.0001,,,4,400
4,2,0.0076,3,24040800,9,0.0007,3.1953,0.75,0.7,10000,23,0.0002,0.0006,0.0000,8,200
4,2,0.0026,3,8000200,4,0.0013,4.0003,0.75,0.1,10000,1,0.0000,0.0002,0.0002,2,200
8,4,0.0051,2,40000,1,0.0033,1.9880,0.75,0.3,10000,4,0.0000,0.0006,0.0006,4,100
2,2,0.0044,2,801200,3,0.0006,21.2303,0.25,1,100000,19,0.0000,0.0000,0.0000,8,400
2,4,0.0145,2,40000,0,,2.4341,0.75,,10000,0,0.0000,,,4,100
2,8,0.0052,2,240400,1,0.0005,2.5491,0.25,1,10000,12,0.0000,0.0000,0.0000,8,200
4,4,0.0015,2,480400,7,0.0005,34.8954,0.75,0.1,100000,6,0.0000,0.0001,0.0000,4,400
4,2,0.0011,3,16120600,4,0.0004,36.9051,0.75,0.3,100000,8,0.0000,0.0001,0.0000,8,200
8,4,0.0038,1,3200,6,,0.1483,0.25,,1000,3,0.0000,,,8,400
2,4,0.0015,3,192480800,4,0.0006,0.3633,0.5,0.6,1000,21,0.0000,0.0001,0.0000,8,400
2,2,0.0017,2,482000,7,0.0005,33.1999,0.5,1,100000,27,0.0000,0.0000,0.0000,8,400
4,2,0.0014,3,192480800,7,0.0007,0.2048,0.5,0.9,1000,8,0.0000,0.0001,0.0000,8,400
4,2,0.0048,3,64160000,3,0.0023,40.9111,0.75,0.1,100000,1,0.0001,0.0014,0.0003,2,400
4,4,0.0484,3,2000200,9,,3.8784,0.5,,10000,1,0.0000,,,4,100
8,4,0.0016,3,8200400,3,0.0006,2.8584,0.25,0.2,10000,12,0.0000,0.0001,0.0000,8,200
2,8,0.0073,1,1600,7,,0.3740,0.75,,1000,5,0.0000,,,8,200
4,2,0.0023,2,200600,0,0.0008,32.5621,0.5,0.5,100000,17,0.0000,0.0001,0.0001,8,200
4,4,0.0086,3,192480800,4,0.0005,3.0705,0.5,0.5,10000,15,0.0002,0.0001,0.0000,8,400
4,2,0.0084,3,192480800,7,0.0008,3.1424,0.75,0.4,10000,8,0.0002,0.0001,0.0000,8,400
4,8,0.0023,3,3010400,9,0.0006,44.1631,0.75,1,100000,17,0.0000,0.0000,0.0000,8,100
4,8,0.0088,3,192321200,7,0.0006,4.0849,0.75,0.3,10000,17,0.0003,0.0001,0.0000,8,400
4,2,0.0166,1,1600,4,,0.3284,0.75,,1000,12,0.0000,,,8,200
2,8,0.0048,3,320480000,2,0.0026,34.7351,0.25,1,100000,23,0.0001,0.0003,0.0003,8,400
8,4,1.6587,2,641600,3,,4.8133,0.75,,10000,9,0.0000,,,8,400
4,2,0.0016,3,3020300,8,0.0005,3.3992,0.75,1,10000,8,0.0000,0.0000,0.0000,8,100
2,4,0.0017,3,16041000,5,0.0004,36.6578,0.5,0.2,100000,21,0.0000,0.0001,0.0000,8,200
4,2,0.0022,3,3020300,8,0.0005,36.1300,0.5,1,100000,8,0.0000,0.0001,0.0000,8,100
4,4,0.0016,2,480400,7,0.0005,27.8585,0.25,0.5,100000,6,0.0000,0.0001,0.0000,4,400
4,2,0.0016,3,24120400,1,0.0005,35.0655,0.5,1,100000,8,0.0000,0.0001,0.0000,8,200
4,2,0.0030,3,16120600,0,0.0007,39.6286,0.75,0.7,100000,8,0.0000,0.0001,0.0000,8,200
4,2,0.0047,1,800,0,0.0022,0.1387,0.25,1,600.0,9,0.0000,0.0001,0.0001,8,100
8,4,0.0015,3,16040200,6,0.0005,3.7159,0.5,1,10000,6,0.0000,0.0000,0.0000,4,200
2,4,1.1313,2,40200,5,0.9355,13.4263,0.5,1,30150.0,0,0.0000,0.4228,0.2994,2,200
4,2,0.7189,1,3200,8,,0.9277,0.25,829.,1000,12,0.0000,,,8,400
4,4,0.0078,1,3200,9,,0.2016,0.25,,1000,9,0.0000,,,8,400
4,8,0.0058,3,24120400,5,0.0006,2.9526,0.25,1,10000,17,0.0001,0.0001,0.0000,8,200
4,8,0.0165,1,3200,9,,0.5118,0.25,,2400.0,11,0.0000,,,8,400
2,8,0.0068,2,121000,9,,0.2581,0.25,,1000,12,0.0000,,,8,200
4,4,0.0011,3,24120400,4,0.0005,2.9993,0.25,1,10000,15,0.0000,0.0000,0.0000,8,200
4,2,0.0165,1,3200,5,,0.2133,0.25,,1000,12,0.0000,,,8,400
4,8,0.0948,3,40040400,7,,41.4514,0.75,,100000,15,0.0000,,,8,200
2,4,0.0048,1,3200,0,,0.5278,0.75,,2400.0,5,0.0000,,,8,400
2,4,0.0049,3,320320400,1,0.0006,36.4681,0.5,1,100000,3,0.0000,0.0000,0.0000,8,400
2,8,0.0038,3,24120400,5,,0.3353,0.75,,1000,23,0.0000,,,8,200
2,8,0.6063,1,1600,0,0.0006,0.8782,0.5,1,1200.0,5,0.0000,0.0004,0.0000,8,200
4,4,0.7051,2,120200,4,,30.1091,0.5,,90150.0,6,0.0000,,,4,200
4,2,0.0018,3,128000000,2,0.0005,4.1973,0.75,1,10000,1,0.0000,0.0000,0.0001,2,400
2,2,0.0084,3,128321600,3,0.0005,36.2643,0.5,1,100000,22,0.0002,0.0002,0.0000,8,400
2,2,0.0027,3,24040800,8,0.0005,2.7866,0.25,0.5,10000,28,0.0000,0.0001,0.0000,8,200
4,2,0.0017,2,641600,1,0.0006,2.3976,0.25,0.2,10000,17,0.0000,0.0001,0.0000,8,400
